scenario_id,scenario_display_id,scenario_name,boundary_height,subsidy_before_base_units,subsidy_after_base_units,subsidy_before_rin,subsidy_after_rin,nominal_change_base_units,nominal_revenue_shock_pct,fee_replacement_base_units_per_block,fee_replacement_rin_per_block,boundary_type
S4,S4,Idealized 113/114 cap-derived geometric schedule,39270000,124637072,123543764,1.24637072,1.23543764,-1093308,-0.87719326,1093308,0.01093308,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,39480000,123543764,122460046,1.23543764,1.22460046,-1083718,-0.87719361,1083718,0.01083718,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,39690000,122460046,121385835,1.22460046,1.21385835,-1074211,-0.87719304,1074211,0.01074211,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,39900000,121385835,120321046,1.21385835,1.20321046,-1064789,-0.87719378,1064789,0.01064789,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,40110000,120321046,119265598,1.20321046,1.19265598,-1055448,-0.87719317,1055448,0.01055448,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,40320000,119265598,118219408,1.19265598,1.18219408,-1046190,-0.87719344,1046190,0.01046190,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,40530000,118219408,117182395,1.18219408,1.17182395,-1037013,-0.87719353,1037013,0.01037013,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,40740000,117182395,116154479,1.17182395,1.16154479,-1027916,-0.87719320,1027916,0.01027916,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,40950000,116154479,115135580,1.16154479,1.15135580,-1018899,-0.87719304,1018899,0.01018899,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,41160000,115135580,114125618,1.15135580,1.14125618,-1009962,-0.87719365,1009962,0.01009962,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,41370000,114125618,113124516,1.14125618,1.13124516,-1001102,-0.87719306,1001102,0.01001102,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,41580000,113124516,112132195,1.13124516,1.12132195,-992321,-0.87719359,992321,0.00992321,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,41790000,112132195,111148579,1.12132195,1.11148579,-983616,-0.87719321,983616,0.00983616,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,42000000,111148579,110173591,1.11148579,1.10173591,-974988,-0.87719340,974988,0.00974988,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,42210000,110173591,109207155,1.10173591,1.09207155,-966436,-0.87719388,966436,0.00966436,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,42420000,109207155,108249197,1.09207155,1.08249197,-957958,-0.87719344,957958,0.00957958,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,42630000,108249197,107299642,1.08249197,1.07299642,-949555,-0.87719357,949555,0.00949555,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,42840000,107299642,106358417,1.07299642,1.06358417,-941225,-0.87719305,941225,0.00941225,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,43050000,106358417,105425448,1.06358417,1.05425448,-932969,-0.87719339,932969,0.00932969,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,43260000,105425448,104500663,1.05425448,1.04500663,-924785,-0.87719333,924785,0.00924785,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,43470000,104500663,103583990,1.04500663,1.03583990,-916673,-0.87719348,916673,0.00916673,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,43680000,103583990,102675358,1.03583990,1.02675358,-908632,-0.87719347,908632,0.00908632,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,43890000,102675358,101774696,1.02675358,1.01774696,-900662,-0.87719392,900662,0.00900662,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,44100000,101774696,100881935,1.01774696,1.00881935,-892761,-0.87719348,892761,0.00892761,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,44310000,100881935,99997005,1.00881935,0.99997005,-884930,-0.87719372,884930,0.00884930,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,44520000,99997005,99119838,0.99997005,0.99119838,-877167,-0.87719327,877167,0.00877167,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,44730000,99119838,98250365,0.99119838,0.98250365,-869473,-0.87719373,869473,0.00869473,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,44940000,98250365,97388519,0.98250365,0.97388519,-861846,-0.87719369,861846,0.00861846,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,45150000,97388519,96534233,0.97388519,0.96534233,-854286,-0.87719375,854286,0.00854286,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,45360000,96534233,95687441,0.96534233,0.95687441,-846792,-0.87719348,846792,0.00846792,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,45570000,95687441,94848077,0.95687441,0.94848077,-839364,-0.87719349,839364,0.00839364,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,45780000,94848077,94016076,0.94848077,0.94016076,-832001,-0.87719332,832001,0.00832001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,45990000,94016076,93191373,0.94016076,0.93191373,-824703,-0.87719360,824703,0.00824703,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,46200000,93191373,92373904,0.93191373,0.92373904,-817469,-0.87719386,817469,0.00817469,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,46410000,92373904,91563606,0.92373904,0.91563606,-810298,-0.87719363,810298,0.00810298,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,46620000,91563606,90760416,0.91563606,0.90760416,-803190,-0.87719350,803190,0.00803190,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,46830000,90760416,89964272,0.90760416,0.89964272,-796144,-0.87719298,796144,0.00796144,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,47040000,89964272,89175111,0.89964272,0.89175111,-789161,-0.87719378,789161,0.00789161,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,47250000,89175111,88392873,0.89175111,0.88392873,-782238,-0.87719319,782238,0.00782238,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,47460000,88392873,87617496,0.88392873,0.87617496,-775377,-0.87719402,775377,0.00775377,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,47670000,87617496,86848921,0.87617496,0.86848921,-768575,-0.87719352,768575,0.00768575,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,47880000,86848921,86087088,0.86848921,0.86087088,-761833,-0.87719340,761833,0.00761833,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,48090000,86087088,85331938,0.86087088,0.85331938,-755150,-0.87719310,755150,0.00755150,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,48300000,85331938,84583412,0.85331938,0.84583412,-748526,-0.87719325,748526,0.00748526,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,48510000,84583412,83841452,0.84583412,0.83841452,-741960,-0.87719327,741960,0.00741960,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,48720000,83841452,83106000,0.83841452,0.83106000,-735452,-0.87719378,735452,0.00735452,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,48930000,83106000,82377000,0.83106000,0.82377000,-729000,-0.87719298,729000,0.00729000,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,49140000,82377000,81654394,0.82377000,0.81654394,-722606,-0.87719388,722606,0.00722606,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,49350000,81654394,80938127,0.81654394,0.80938127,-716267,-0.87719346,716267,0.00716267,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,49560000,80938127,80228143,0.80938127,0.80228143,-709984,-0.87719351,709984,0.00709984,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,49770000,80228143,79524387,0.80228143,0.79524387,-703756,-0.87719343,703756,0.00703756,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,49980000,79524387,78826804,0.79524387,0.78826804,-697583,-0.87719381,697583,0.00697583,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,50190000,78826804,78135340,0.78826804,0.78135340,-691464,-0.87719401,691464,0.00691464,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,50400000,78135340,77449942,0.78135340,0.77449942,-685398,-0.87719334,685398,0.00685398,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,50610000,77449942,76770556,0.77449942,0.76770556,-679386,-0.87719368,679386,0.00679386,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,50820000,76770556,76097130,0.76770556,0.76097130,-673426,-0.87719307,673426,0.00673426,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,51030000,76097130,75429611,0.76097130,0.75429611,-667519,-0.87719340,667519,0.00667519,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,51240000,75429611,74767947,0.75429611,0.74767947,-661664,-0.87719397,661664,0.00661664,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,51450000,74767947,74112087,0.74767947,0.74112087,-655860,-0.87719407,655860,0.00655860,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,51660000,74112087,73461980,0.74112087,0.73461980,-650107,-0.87719430,650107,0.00650107,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,51870000,73461980,72817576,0.73461980,0.72817576,-644404,-0.87719389,644404,0.00644404,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,52080000,72817576,72178825,0.72817576,0.72178825,-638751,-0.87719344,638751,0.00638751,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,52290000,72178825,71545677,0.72178825,0.71545677,-633148,-0.87719355,633148,0.00633148,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,52500000,71545677,70918083,0.71545677,0.70918083,-627594,-0.87719346,627594,0.00627594,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,52710000,70918083,70295994,0.70918083,0.70295994,-622089,-0.87719376,622089,0.00622089,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,52920000,70295994,69679362,0.70295994,0.69679362,-616632,-0.87719366,616632,0.00616632,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,53130000,69679362,69068139,0.69679362,0.69068139,-611223,-0.87719374,611223,0.00611223,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,53340000,69068139,68462278,0.69068139,0.68462278,-605861,-0.87719317,605861,0.00605861,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,53550000,68462278,67861731,0.68462278,0.67861731,-600547,-0.87719401,600547,0.00600547,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,53760000,67861731,67266452,0.67861731,0.67266452,-595279,-0.87719395,595279,0.00595279,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,53970000,67266452,66676395,0.67266452,0.66676395,-590057,-0.87719358,590057,0.00590057,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,54180000,66676395,66091514,0.66676395,0.66091514,-584881,-0.87719350,584881,0.00584881,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,54390000,66091514,65511763,0.66091514,0.65511763,-579751,-0.87719431,579751,0.00579751,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,54600000,65511763,64937098,0.65511763,0.64937098,-574665,-0.87719361,574665,0.00574665,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,54810000,64937098,64367474,0.64937098,0.64367474,-569624,-0.87719350,569624,0.00569624,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,55020000,64367474,63802847,0.64367474,0.63802847,-564627,-0.87719304,564627,0.00564627,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,55230000,63802847,63243172,0.63802847,0.63243172,-559675,-0.87719440,559675,0.00559675,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,55440000,63243172,62688407,0.63243172,0.62688407,-554765,-0.87719351,554765,0.00554765,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,55650000,62688407,62138508,0.62688407,0.62138508,-549899,-0.87719409,549899,0.00549899,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,55860000,62138508,61593433,0.62138508,0.61593433,-545075,-0.87719358,545075,0.00545075,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,56070000,61593433,61053139,0.61593433,0.61053139,-540294,-0.87719416,540294,0.00540294,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,56280000,61053139,60517585,0.61053139,0.60517585,-535554,-0.87719323,535554,0.00535554,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,56490000,60517585,59986728,0.60517585,0.59986728,-530857,-0.87719462,530857,0.00530857,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,56700000,59986728,59460528,0.59986728,0.59460528,-526200,-0.87719404,526200,0.00526200,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,56910000,59460528,58938944,0.59460528,0.58938944,-521584,-0.87719369,521584,0.00521584,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,57120000,58938944,58421935,0.58938944,0.58421935,-517009,-0.87719420,517009,0.00517009,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,57330000,58421935,57909461,0.58421935,0.57909461,-512474,-0.87719450,512474,0.00512474,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,57540000,57909461,57401483,0.57909461,0.57401483,-507978,-0.87719345,507978,0.00507978,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,57750000,57401483,56897961,0.57401483,0.56897961,-503522,-0.87719336,503522,0.00503522,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,57960000,56897961,56398856,0.56897961,0.56398856,-499105,-0.87719312,499105,0.00499105,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,58170000,56398856,55904129,0.56398856,0.55904129,-494727,-0.87719332,494727,0.00494727,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,58380000,55904129,55413741,0.55904129,0.55413741,-490388,-0.87719460,490388,0.00490388,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,58590000,55413741,54927655,0.55413741,0.54927655,-486086,-0.87719398,486086,0.00486086,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,58800000,54927655,54445833,0.54927655,0.54445833,-481822,-0.87719383,481822,0.00481822,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,59010000,54445833,53968237,0.54445833,0.53968237,-477596,-0.87719477,477596,0.00477596,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,59220000,53968237,53494831,0.53968237,0.53494831,-473406,-0.87719375,473406,0.00473406,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,59430000,53494831,53025578,0.53494831,0.53025578,-469253,-0.87719316,469253,0.00469253,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,59640000,53025578,52560441,0.53025578,0.52560441,-465137,-0.87719364,465137,0.00465137,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,59850000,52560441,52099384,0.52560441,0.52099384,-461057,-0.87719393,461057,0.00461057,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,60060000,52099384,51642371,0.52099384,0.51642371,-457013,-0.87719463,457013,0.00457013,scheduled subsidy boundary
